country,year,refinery_scenario,refinery_activity,refinery_index,olefins_scenario
IT,2031,max-electron,14863912.334470695,0.6446063269846438,decarbo-eu
IT,2032,max-electron,13886014.31015092,0.602197623311086,decarbo-eu
IT,2033,max-electron,12908116.28583114,0.5597889196375279,decarbo-eu
IT,2034,max-electron,11930218.261511367,0.51738021596397,decarbo-eu
IT,2035,max-electron,10952320.237191591,0.474971512290412,decarbo-eu
IT,2036,max-electron,9974422.21287181,0.43256280861685387,decarbo-eu
IT,2037,max-electron,8996524.188552033,0.3901541049432959,decarbo-eu
IT,2038,max-electron,8018626.164232258,0.34774540126973796,decarbo-eu
IT,2039,max-electron,7040728.139912481,0.30533669759618,decarbo-eu
IT,2040,max-electron,6062830.115592703,0.26292799392262195,decarbo-eu
IT,2041,max-electron,5674824.002942761,0.2461012534592219,decarbo-eu
IT,2042,max-electron,5286817.890292818,0.22927451299582177,decarbo-eu
IT,2043,max-electron,4898811.777642875,0.2124477725324217,decarbo-eu
IT,2044,max-electron,4510805.664992934,0.1956210320690217,decarbo-eu
IT,2045,max-electron,4122799.5523429913,0.17879429160562163,decarbo-eu
IT,2046,max-electron,3734793.4396930477,0.1619675511422215,decarbo-eu
IT,2047,max-electron,3346787.327043105,0.14514081067882142,decarbo-eu
IT,2048,max-electron,2958781.2143931617,0.12831407021542132,decarbo-eu
IT,2049,max-electron,2570775.10174322,0.11148732975202129,decarbo-eu
IT,2050,max-electron,2182768.9890932767,0.0946605892886212,decarbo-eu
LT,2019,max-electron,0.0,1.0,decarbo-eu
LT,2020,max-electron,0.0,1.0,decarbo-eu
LT,2021,max-electron,0.0,1.0,decarbo-eu
LT,2022,max-electron,0.0,1.0,decarbo-eu
LT,2023,max-electron,0.0,1.0,decarbo-eu
LT,2024,max-electron,0.0,1.0,decarbo-eu
LT,2025,max-electron,0.0,1.0,decarbo-eu
LT,2026,max-electron,0.0,1.0,decarbo-eu
LT,2027,max-electron,0.0,1.0,decarbo-eu
LT,2028,max-electron,0.0,1.0,decarbo-eu
LT,2029,max-electron,0.0,1.0,decarbo-eu
LT,2030,max-electron,0.0,1.0,decarbo-eu
LT,2031,max-electron,0.0,1.0,decarbo-eu
LT,2032,max-electron,0.0,1.0,decarbo-eu
LT,2033,max-electron,0.0,1.0,decarbo-eu
LT,2034,max-electron,0.0,1.0,decarbo-eu
LT,2035,max-electron,0.0,1.0,decarbo-eu
LT,2036,max-electron,0.0,1.0,decarbo-eu
LT,2037,max-electron,0.0,1.0,decarbo-eu
LT,2038,max-electron,0.0,1.0,decarbo-eu
LT,2039,max-electron,0.0,1.0,decarbo-eu
LT,2040,max-electron,0.0,1.0,decarbo-eu
LT,2041,max-electron,0.0,1.0,decarbo-eu
LT,2042,max-electron,0.0,1.0,decarbo-eu
LT,2043,max-electron,0.0,1.0,decarbo-eu
LT,2044,max-electron,0.0,1.0,decarbo-eu
LT,2045,max-electron,0.0,1.0,decarbo-eu
LT,2046,max-electron,0.0,1.0,decarbo-eu
LT,2047,max-electron,0.0,1.0,decarbo-eu
LT,2048,max-electron,0.0,1.0,decarbo-eu
LT,2049,max-electron,0.0,1.0,decarbo-eu
LT,2050,max-electron,0.0,1.0,decarbo-eu
LU,2019,max-electron,0.0,1.0,decarbo-eu
LU,2020,max-electron,0.0,1.0,decarbo-eu
LU,2021,max-electron,0.0,1.0,decarbo-eu
LU,2022,max-electron,0.0,1.0,decarbo-eu
LU,2023,max-electron,0.0,1.0,decarbo-eu
LU,2024,max-electron,0.0,1.0,decarbo-eu
LU,2025,max-electron,0.0,1.0,decarbo-eu
LU,2026,max-electron,0.0,1.0,decarbo-eu
LU,2027,max-electron,0.0,1.0,decarbo-eu
LU,2028,max-electron,0.0,1.0,decarbo-eu
LU,2029,max-electron,0.0,1.0,decarbo-eu
LU,2030,max-electron,0.0,1.0,decarbo-eu
LU,2031,max-electron,0.0,1.0,decarbo-eu
LU,2032,max-electron,0.0,1.0,decarbo-eu
LU,2033,max-electron,0.0,1.0,decarbo-eu
LU,2034,max-electron,0.0,1.0,decarbo-eu
LU,2035,max-electron,0.0,1.0,decarbo-eu
LU,2036,max-electron,0.0,1.0,decarbo-eu
LU,2037,max-electron,0.0,1.0,decarbo-eu
LU,2038,max-electron,0.0,1.0,decarbo-eu
LU,2039,max-electron,0.0,1.0,decarbo-eu
LU,2040,max-electron,0.0,1.0,decarbo-eu
LU,2041,max-electron,0.0,1.0,decarbo-eu
LU,2042,max-electron,0.0,1.0,decarbo-eu
LU,2043,max-electron,0.0,1.0,decarbo-eu
LU,2044,max-electron,0.0,1.0,decarbo-eu
LU,2045,max-electron,0.0,1.0,decarbo-eu
LU,2046,max-electron,0.0,1.0,decarbo-eu
LU,2047,max-electron,0.0,1.0,decarbo-eu
LU,2048,max-electron,0.0,1.0,decarbo-eu
LU,2049,max-electron,0.0,1.0,decarbo-eu
LU,2050,max-electron,0.0,1.0,decarbo-eu
LV,2019,max-electron,0.0,1.0,decarbo-eu
LV,2020,max-electron,0.0,1.0,decarbo-eu
LV,2021,max-electron,0.0,1.0,decarbo-eu
LV,2022,max-electron,0.0,1.0,decarbo-eu
LV,2023,max-electron,0.0,1.0,decarbo-eu
LV,2024,max-electron,0.0,1.0,decarbo-eu
LV,2025,max-electron,0.0,1.0,decarbo-eu
LV,2026,max-electron,0.0,1.0,decarbo-eu
LV,2027,max-electron,0.0,1.0,decarbo-eu
LV,2028,max-electron,0.0,1.0,decarbo-eu
LV,2029,max-electron,0.0,1.0,decarbo-eu
LV,2030,max-electron,0.0,1.0,decarbo-eu
LV,2031,max-electron,0.0,1.0,decarbo-eu
LV,2032,max-electron,0.0,1.0,decarbo-eu
LV,2033,max-electron,0.0,1.0,decarbo-eu
LV,2034,max-electron,0.0,1.0,decarbo-eu
LV,2035,max-electron,0.0,1.0,decarbo-eu
LV,2036,max-electron,0.0,1.0,decarbo-eu
LV,2037,max-electron,0.0,1.0,decarbo-eu
LV,2038,max-electron,0.0,1.0,decarbo-eu
LV,2039,max-electron,0.0,1.0,decarbo-eu
LV,2040,max-electron,0.0,1.0,decarbo-eu
LV,2041,max-electron,0.0,1.0,decarbo-eu
LV,2042,max-electron,0.0,1.0,decarbo-eu
LV,2043,max-electron,0.0,1.0,decarbo-eu
LV,2044,max-electron,0.0,1.0,decarbo-eu
LV,2045,max-electron,0.0,1.0,decarbo-eu
LV,2046,max-electron,0.0,1.0,decarbo-eu
LV,2047,max-electron,0.0,1.0,decarbo-eu
LV,2048,max-electron,0.0,1.0,decarbo-eu
LV,2049,max-electron,0.0,1.0,decarbo-eu
LV,2050,max-electron,0.0,1.0,decarbo-eu
MT,2019,max-electron,0.0,1.0,decarbo-eu
MT,2020,max-electron,0.0,1.0,decarbo-eu
MT,2021,max-electron,0.0,1.0,decarbo-eu
MT,2022,max-electron,0.0,1.0,decarbo-eu
MT,2023,max-electron,0.0,1.0,decarbo-eu
MT,2024,max-electron,0.0,1.0,decarbo-eu
MT,2025,max-electron,0.0,1.0,decarbo-eu
MT,2026,max-electron,0.0,1.0,decarbo-eu
MT,2027,max-electron,0.0,1.0,decarbo-eu
MT,2028,max-electron,0.0,1.0,decarbo-eu
MT,2029,max-electron,0.0,1.0,decarbo-eu
MT,2030,max-electron,0.0,1.0,decarbo-eu
MT,2031,max-electron,0.0,1.0,decarbo-eu
MT,2032,max-electron,0.0,1.0,decarbo-eu
MT,2033,max-electron,0.0,1.0,decarbo-eu
MT,2034,max-electron,0.0,1.0,decarbo-eu
MT,2035,max-electron,0.0,1.0,decarbo-eu
MT,2036,max-electron,0.0,1.0,decarbo-eu
MT,2037,max-electron,0.0,1.0,decarbo-eu
MT,2038,max-electron,0.0,1.0,decarbo-eu
MT,2039,max-electron,0.0,1.0,decarbo-eu
MT,2040,max-electron,0.0,1.0,decarbo-eu
MT,2041,max-electron,0.0,1.0,decarbo-eu
MT,2042,max-electron,0.0,1.0,decarbo-eu
MT,2043,max-electron,0.0,1.0,decarbo-eu
MT,2044,max-electron,0.0,1.0,decarbo-eu
MT,2045,max-electron,0.0,1.0,decarbo-eu
MT,2046,max-electron,0.0,1.0,decarbo-eu
MT,2047,max-electron,0.0,1.0,decarbo-eu
MT,2048,max-electron,0.0,1.0,decarbo-eu
MT,2049,max-electron,0.0,1.0,decarbo-eu
MT,2050,max-electron,0.0,1.0,decarbo-eu
NL,2019,max-electron,33422459.587274287,1.0,decarbo-eu
NL,2020,max-electron,33422459.587274287,1.0,decarbo-eu
NL,2021,max-electron,33422459.587274287,1.0,decarbo-eu
NL,2022,max-electron,33422459.587274287,1.0,decarbo-eu
NL,2023,max-electron,33422459.587274287,1.0,decarbo-eu
NL,2024,max-electron,33422459.587274287,1.0,decarbo-eu
NL,2025,max-electron,31679005.005732525,0.9478358384430334,decarbo-eu
NL,2026,max-electron,29935550.424190775,0.8956716768860672,decarbo-eu
NL,2027,max-electron,28192095.84264902,0.8435075153291008,decarbo-eu
NL,2028,max-electron,26448641.261107262,0.7913433537721344,decarbo-eu
NL,2029,max-electron,24705186.67956551,0.7391791922151683,decarbo-eu
NL,2030,max-electron,22961732.09802375,0.6870150306582017,decarbo-eu
NL,2031,max-electron,21544328.91334557,0.6446063269846438,decarbo-eu
NL,2032,max-electron,20126925.728667393,0.602197623311086,decarbo-eu
NL,2033,max-electron,18709522.5439892,0.5597889196375276,decarbo-eu
NL,2034,max-electron,17292119.359311026,0.5173802159639699,decarbo-eu
NL,2035,max-electron,15874716.174632845,0.47497151229041196,decarbo-eu
NL,2036,max-electron,14457312.98995466,0.43256280861685387,decarbo-eu
NL,2037,max-electron,13039909.805276478,0.3901541049432959,decarbo-eu
NL,2038,max-electron,11622506.620598296,0.3477454012697379,decarbo-eu
NL,2039,max-electron,10205103.435920114,0.30533669759617993,decarbo-eu
NL,2040,max-electron,8787700.25124193,0.2629279939226219,decarbo-eu
NL,2041,max-electron,8225309.19811839,0.24610125345922187,decarbo-eu
NL,2042,max-electron,7662918.144994846,0.22927451299582174,decarbo-eu
NL,2043,max-electron,7100527.091871304,0.2124477725324217,decarbo-eu
NL,2044,max-electron,6538136.038747764,0.19562103206902168,decarbo-eu
NL,2045,max-electron,5975744.985624222,0.1787942916056216,decarbo-eu
NL,2046,max-electron,5413353.932500679,0.1619675511422215,decarbo-eu
NL,2047,max-electron,4850962.879377137,0.14514081067882142,decarbo-eu
NL,2048,max-electron,4288571.826253594,0.1283140702154213,decarbo-eu
NL,2049,max-electron,3726180.7731300537,0.11148732975202129,decarbo-eu
NL,2050,max-electron,3163789.7200065115,0.09466058928862121,decarbo-eu
PL,2019,max-electron,1883472.4849527082,1.0,decarbo-eu
PL,2020,max-electron,1883472.4849527082,1.0,decarbo-eu
PL,2021,max-electron,1883472.4849527082,1.0,decarbo-eu
PL,2022,max-electron,1883472.4849527082,1.0,decarbo-eu
PL,2023,max-electron,1883472.4849527082,1.0,decarbo-eu
PL,2024,max-electron,1883472.4849527082,1.0,decarbo-eu
PL,2025,max-electron,1785222.721959534,0.9478358384430335,decarbo-eu
PL,2026,max-electron,1686972.95896636,0.8956716768860671,decarbo-eu
PL,2027,max-electron,1588723.1959731863,0.8435075153291008,decarbo-eu
PL,2028,max-electron,1490473.4329800121,0.7913433537721344,decarbo-eu
PL,2029,max-electron,1392223.6699868382,0.7391791922151681,decarbo-eu
PL,2030,max-electron,1293973.906993664,0.6870150306582017,decarbo-eu
PL,2031,max-electron,1214098.280502005,0.6446063269846438,decarbo-eu
PL,2032,max-electron,1134222.6540103457,0.6021976233110858,decarbo-eu
PL,2033,max-electron,1054347.0275186864,0.5597889196375277,decarbo-eu
PL,2034,max-electron,974471.401027027,0.5173802159639698,decarbo-eu
PL,2035,max-electron,894595.7745353677,0.4749715122904118,decarbo-eu
PL,2036,max-electron,814720.1480437082,0.4325628086168537,decarbo-eu
PL,2037,max-electron,734844.5215520492,0.3901541049432959,decarbo-eu
PL,2038,max-electron,654968.89506039,0.34774540126973796,decarbo-eu
PL,2039,max-electron,575093.2685687307,0.30533669759618,decarbo-eu
PL,2040,max-electron,495217.6420770713,0.26292799392262195,decarbo-eu
PL,2041,max-electron,463524.9394028169,0.24610125345922185,decarbo-eu
PL,2042,max-electron,431832.2367285624,0.22927451299582174,decarbo-eu
PL,2043,max-electron,400139.53405430797,0.21244777253242167,decarbo-eu
PL,2044,max-electron,368446.83138005366,0.19562103206902165,decarbo-eu
PL,2045,max-electron,336754.12870579923,0.17879429160562157,decarbo-eu
PL,2046,max-electron,305061.42603154475,0.16196755114222147,decarbo-eu
PL,2047,max-electron,273368.7233572903,0.1451408106788214,decarbo-eu
PL,2048,max-electron,241676.02068303587,0.12831407021542132,decarbo-eu
PL,2049,max-electron,209983.31800878153,0.11148732975202129,decarbo-eu
PL,2050,max-electron,178290.6153345271,0.09466058928862121,decarbo-eu
PT,2019,max-electron,493288.22012037825,1.0,decarbo-eu
PT,2020,max-electron,493288.22012037825,1.0,decarbo-eu
PT,2021,max-electron,493288.22012037825,1.0,decarbo-eu
PT,2022,max-electron,493288.22012037825,1.0,decarbo-eu
PT,2023,max-electron,493288.22012037825,1.0,decarbo-eu
PT,2024,max-electron,493288.22012037825,1.0,decarbo-eu
PT,2025,max-electron,467556.2537118704,0.9478358384430335,decarbo-eu
PT,2026,max-electron,441824.2873033627,0.8956716768860673,decarbo-eu
PT,2027,max-electron,416092.3208948549,0.843507515329101,decarbo-eu
PT,2028,max-electron,390360.354486347,0.7913433537721344,decarbo-eu
PT,2029,max-electron,364628.3880778392,0.7391791922151681,decarbo-eu
PT,2030,max-electron,338896.4216693313,0.6870150306582016,decarbo-eu
PT,2031,max-electron,317976.7077165895,0.6446063269846438,decarbo-eu
PT,2032,max-electron,297056.99376384757,0.602197623311086,decarbo-eu
PT,2033,max-electron,276137.2798111055,0.5597889196375277,decarbo-eu
PT,2034,max-electron,255217.56585836364,0.51738021596397,decarbo-eu
PT,2035,max-electron,234297.85190562168,0.47497151229041196,decarbo-eu
PT,2036,max-electron,213378.13795287962,0.4325628086168538,decarbo-eu
PT,2037,max-electron,192458.42400013772,0.39015410494329594,decarbo-eu
PT,2038,max-electron,171538.71004739573,0.3477454012697379,decarbo-eu
PT,2039,max-electron,150618.99609465382,0.30533669759618004,decarbo-eu
PT,2040,max-electron,129699.2821419118,0.26292799392262195,decarbo-eu
PT,2041,max-electron,121398.84928829366,0.2461012534592219,decarbo-eu
PT,2042,max-electron,113098.41643467544,0.22927451299582174,decarbo-eu
PT,2043,max-electron,104797.98358105725,0.21244777253242164,decarbo-eu
PT,2044,max-electron,96497.55072743914,0.19562103206902168,decarbo-eu
PT,2045,max-electron,88197.11787382097,0.1787942916056216,decarbo-eu
PT,2046,max-electron,79896.68502020279,0.1619675511422215,decarbo-eu
PT,2047,max-electron,71596.25216658461,0.14514081067882142,decarbo-eu
PT,2048,max-electron,63295.81931296642,0.12831407021542132,decarbo-eu
PT,2049,max-electron,54995.38645934828,0.1114873297520213,decarbo-eu
PT,2050,max-electron,46694.953605730094,0.0946605892886212,decarbo-eu
RO,2019,max-electron,0.0,1.0,decarbo-eu
RO,2020,max-electron,0.0,1.0,decarbo-eu
RO,2021,max-electron,0.0,1.0,decarbo-eu
RO,2022,max-electron,0.0,1.0,decarbo-eu
RO,2023,max-electron,0.0,1.0,decarbo-eu
RO,2024,max-electron,0.0,1.0,decarbo-eu
RO,2025,max-electron,0.0,1.0,decarbo-eu
RO,2026,max-electron,0.0,1.0,decarbo-eu
RO,2027,max-electron,0.0,1.0,decarbo-eu
RO,2028,max-electron,0.0,1.0,decarbo-eu
RO,2029,max-electron,0.0,1.0,decarbo-eu
RO,2030,max-electron,0.0,1.0,decarbo-eu
RO,2031,max-electron,0.0,1.0,decarbo-eu
RO,2032,max-electron,0.0,1.0,decarbo-eu
RO,2033,max-electron,0.0,1.0,decarbo-eu
RO,2034,max-electron,0.0,1.0,decarbo-eu
RO,2035,max-electron,0.0,1.0,decarbo-eu
RO,2036,max-electron,0.0,1.0,decarbo-eu
RO,2037,max-electron,0.0,1.0,decarbo-eu
RO,2038,max-electron,0.0,1.0,decarbo-eu
RO,2039,max-electron,0.0,1.0,decarbo-eu
RO,2040,max-electron,0.0,1.0,decarbo-eu
RO,2041,max-electron,0.0,1.0,decarbo-eu
RO,2042,max-electron,0.0,1.0,decarbo-eu
RO,2043,max-electron,0.0,1.0,decarbo-eu
RO,2044,max-electron,0.0,1.0,decarbo-eu
RO,2045,max-electron,0.0,1.0,decarbo-eu
RO,2046,max-electron,0.0,1.0,decarbo-eu
RO,2047,max-electron,0.0,1.0,decarbo-eu
RO,2048,max-electron,0.0,1.0,decarbo-eu
RO,2049,max-electron,0.0,1.0,decarbo-eu
RO,2050,max-electron,0.0,1.0,decarbo-eu
SE,2019,max-electron,22526710.5760963,1.0,decarbo-eu
SE,2020,max-electron,22526710.5760963,1.0,decarbo-eu
SE,2021,max-electron,22526710.5760963,1.0,decarbo-eu
SE,2022,max-electron,22526710.5760963,1.0,decarbo-eu
SE,2023,max-electron,22526710.5760963,1.0,decarbo-eu
SE,2024,max-electron,22526710.5760963,1.0,decarbo-eu
SE,2025,max-electron,21351623.60625779,0.9478358384430335,decarbo-eu
SE,2026,max-electron,20176536.63641928,0.8956716768860673,decarbo-eu
SE,2027,max-electron,19001449.66658077,0.843507515329101,decarbo-eu
SE,2028,max-electron,17826362.696742255,0.7913433537721344,decarbo-eu
SE,2029,max-electron,16651275.726903746,0.739179192215168,decarbo-eu
SE,2030,max-electron,15476188.757065237,0.6870150306582017,decarbo-eu
SE,2031,max-electron,14520860.163503565,0.6446063269846438,decarbo-eu
SE,2032,max-electron,13565531.569941891,0.6021976233110857,decarbo-eu
SE,2033,max-electron,12610202.976380216,0.5597889196375276,decarbo-eu
SE,2034,max-electron,11654874.382818548,0.5173802159639699,decarbo-eu
SE,2035,max-electron,10699545.789256878,0.474971512290412,decarbo-eu
SE,2036,max-electron,9744217.1956952,0.43256280861685376,decarbo-eu
SE,2037,max-electron,8788888.602133527,0.39015410494329583,decarbo-eu
SE,2038,max-electron,7833560.008571857,0.3477454012697379,decarbo-eu
SE,2039,max-electron,6878231.415010186,0.30533669759618,decarbo-eu
SE,2040,max-electron,5922902.821448511,0.26292799392262195,decarbo-eu
SE,2041,max-electron,5543851.70909041,0.24610125345922187,decarbo-eu
SE,2042,max-electron,5164800.596732306,0.22927451299582174,decarbo-eu
SE,2043,max-electron,4785749.484374205,0.2124477725324217,decarbo-eu
SE,2044,max-electron,4406698.372016104,0.19562103206902168,decarbo-eu
SE,2045,max-electron,4027647.2596580014,0.17879429160562157,decarbo-eu
SE,2046,max-electron,3648596.1472998993,0.1619675511422215,decarbo-eu
SE,2047,max-electron,3269545.034941797,0.14514081067882142,decarbo-eu
SE,2048,max-electron,2890493.9225836946,0.12831407021542132,decarbo-eu
SE,2049,max-electron,2511442.8102255934,0.11148732975202127,decarbo-eu
SE,2050,max-electron,2132391.6978674913,0.0946605892886212,decarbo-eu
SI,2019,max-electron,0.0,1.0,decarbo-eu
SI,2020,max-electron,0.0,1.0,decarbo-eu
SI,2021,max-electron,0.0,1.0,decarbo-eu
SI,2022,max-electron,0.0,1.0,decarbo-eu
SI,2023,max-electron,0.0,1.0,decarbo-eu
SI,2024,max-electron,0.0,1.0,decarbo-eu
SI,2025,max-electron,0.0,1.0,decarbo-eu
SI,2026,max-electron,0.0,1.0,decarbo-eu
SI,2027,max-electron,0.0,1.0,decarbo-eu
SI,2028,max-electron,0.0,1.0,decarbo-eu
SI,2029,max-electron,0.0,1.0,decarbo-eu
SI,2030,max-electron,0.0,1.0,decarbo-eu
SI,2031,max-electron,0.0,1.0,decarbo-eu
SI,2032,max-electron,0.0,1.0,decarbo-eu
SI,2033,max-electron,0.0,1.0,decarbo-eu
SI,2034,max-electron,0.0,1.0,decarbo-eu
SI,2035,max-electron,0.0,1.0,decarbo-eu
SI,2036,max-electron,0.0,1.0,decarbo-eu
SI,2037,max-electron,0.0,1.0,decarbo-eu
SI,2038,max-electron,0.0,1.0,decarbo-eu
SI,2039,max-electron,0.0,1.0,decarbo-eu
SI,2040,max-electron,0.0,1.0,decarbo-eu
SI,2041,max-electron,0.0,1.0,decarbo-eu
SI,2042,max-electron,0.0,1.0,decarbo-eu
SI,2043,max-electron,0.0,1.0,decarbo-eu
SI,2044,max-electron,0.0,1.0,decarbo-eu
SI,2045,max-electron,0.0,1.0,decarbo-eu
SI,2046,max-electron,0.0,1.0,decarbo-eu
SI,2047,max-electron,0.0,1.0,decarbo-eu
SI,2048,max-electron,0.0,1.0,decarbo-eu
SI,2049,max-electron,0.0,1.0,decarbo-eu
SI,2050,max-electron,0.0,1.0,decarbo-eu
SK,2019,max-electron,0.0,1.0,decarbo-eu
SK,2020,max-electron,0.0,1.0,decarbo-eu
SK,2021,max-electron,0.0,1.0,decarbo-eu
SK,2022,max-electron,0.0,1.0,decarbo-eu
SK,2023,max-electron,0.0,1.0,decarbo-eu
SK,2024,max-electron,0.0,1.0,decarbo-eu
SK,2025,max-electron,0.0,1.0,decarbo-eu
SK,2026,max-electron,0.0,1.0,decarbo-eu
SK,2027,max-electron,0.0,1.0,decarbo-eu
SK,2028,max-electron,0.0,1.0,decarbo-eu
SK,2029,max-electron,0.0,1.0,decarbo-eu
SK,2030,max-electron,0.0,1.0,decarbo-eu
SK,2031,max-electron,0.0,1.0,decarbo-eu
SK,2032,max-electron,0.0,1.0,decarbo-eu
SK,2033,max-electron,0.0,1.0,decarbo-eu
SK,2034,max-electron,0.0,1.0,decarbo-eu
SK,2035,max-electron,0.0,1.0,decarbo-eu
SK,2036,max-electron,0.0,1.0,decarbo-eu
SK,2037,max-electron,0.0,1.0,decarbo-eu
SK,2038,max-electron,0.0,1.0,decarbo-eu
SK,2039,max-electron,0.0,1.0,decarbo-eu
SK,2040,max-electron,0.0,1.0,decarbo-eu
SK,2041,max-electron,0.0,1.0,decarbo-eu
SK,2042,max-electron,0.0,1.0,decarbo-eu
SK,2043,max-electron,0.0,1.0,decarbo-eu
SK,2044,max-electron,0.0,1.0,decarbo-eu
SK,2045,max-electron,0.0,1.0,decarbo-eu
SK,2046,max-electron,0.0,1.0,decarbo-eu
SK,2047,max-electron,0.0,1.0,decarbo-eu
SK,2048,max-electron,0.0,1.0,decarbo-eu
SK,2049,max-electron,0.0,1.0,decarbo-eu
SK,2050,max-electron,0.0,1.0,decarbo-eu
